"","AGE","POP","time","SEX"
"1",0,-572954,2010,"Male"
"2",1,-581748,2010,"Male"
"3",2,-585239,2010,"Male"
"4",3,-582223,2010,"Male"
"5",4,-568788,2010,"Male"
"6",5,-571899,2010,"Male"
"7",6,-590530,2010,"Male"
"8",7,-602349,2010,"Male"
"9",8,-612527,2010,"Male"
"10",9,-620373,2010,"Male"
"11",10,-619459,2010,"Male"
"12",11,-657577,2010,"Male"
"13",12,-660745,2010,"Male"
"14",13,-662033,2010,"Male"
"15",14,-674129,2010,"Male"
"16",15,-677114,2010,"Male"
"17",16,-625888,2010,"Male"
"18",17,-619600,2010,"Male"
"19",18,-630389,2010,"Male"
"20",19,-618068,2010,"Male"
"21",20,-609281,2010,"Male"
"22",21,-620004,2010,"Male"
"23",22,-647687,2010,"Male"
"24",23,-670543,2010,"Male"
"25",24,-688413,2010,"Male"
"26",25,-711549,2010,"Male"
"27",26,-731136,2010,"Male"
"28",27,-734791,2010,"Male"
"29",28,-737263,2010,"Male"
"30",29,-756566,2010,"Male"
"31",30,-791118,2010,"Male"
"32",31,-777633,2010,"Male"
"33",32,-805757,2010,"Male"
"34",33,-828881,2010,"Male"
"35",34,-856998,2010,"Male"
"36",35,-906511,2010,"Male"
"37",36,-969013,2010,"Male"
"38",37,-972824,2010,"Male"
"39",38,-950277,2010,"Male"
"40",39,-926304,2010,"Male"
"41",40,-901582,2010,"Male"
"42",41,-903751,2010,"Male"
"43",42,-884824,2010,"Male"
"44",43,-831658,2010,"Male"
"45",44,-735217,2010,"Male"
"46",45,-844396,2010,"Male"
"47",46,-816296,2010,"Male"
"48",47,-793764,2010,"Male"
"49",48,-770946,2010,"Male"
"50",49,-769802,2010,"Male"
"51",50,-776564,2010,"Male"
"52",51,-790779,2010,"Male"
"53",52,-769151,2010,"Male"
"54",53,-761205,2010,"Male"
"55",54,-799720,2010,"Male"
"56",55,-820850,2010,"Male"
"57",56,-835749,2010,"Male"
"58",57,-881619,2010,"Male"
"59",58,-927931,2010,"Male"
"60",59,-984969,2010,"Male"
"61",60,-1058368,2010,"Male"
"62",61,-1127634,2010,"Male"
"63",62,-1102575,2010,"Male"
"64",63,-962423,2010,"Male"
"65",64,-680442,2010,"Male"
"66",65,-743952,2010,"Male"
"67",66,-838621,2010,"Male"
"68",67,-818876,2010,"Male"
"69",68,-824557,2010,"Male"
"70",69,-781525,2010,"Male"
"71",70,-696120,2010,"Male"
"72",71,-609756,2010,"Male"
"73",72,-635222,2010,"Male"
"74",73,-637046,2010,"Male"
"75",74,-612597,2010,"Male"
"76",75,-568024,2010,"Male"
"77",76,-530696,2010,"Male"
"78",77,-510183,2010,"Male"
"79",78,-481696,2010,"Male"
"80",79,-442257,2010,"Male"
"81",80,-402235,2010,"Male"
"82",81,-369096,2010,"Male"
"83",82,-335362,2010,"Male"
"84",83,-300441,2010,"Male"
"85",84,-263182,2010,"Male"
"86",85,-219904,2010,"Male"
"87",86,-175269,2010,"Male"
"88",87,-139635,2010,"Male"
"89",88,-114169,2010,"Male"
"90",89,-94757,2010,"Male"
"91",90,-79944,2010,"Male"
"92",91,-58080,2010,"Male"
"93",92,-48667,2010,"Male"
"94",93,-39006,2010,"Male"
"95",94,-30445,2010,"Male"
"96",95,-22788,2010,"Male"
"97",96,-16812,2010,"Male"
"98",97,-11712,2010,"Male"
"99",98,-7860,2010,"Male"
"100",99,-5015,2010,"Male"
"101",100,-7508,2010,"Male"
"102",0,-562900,2011,"Male"
"103",1,-571736,2011,"Male"
"104",2,-580541,2011,"Male"
"105",3,-584104,2011,"Male"
"106",4,-581105,2011,"Male"
"107",5,-567830,2011,"Male"
"108",6,-571247,2011,"Male"
"109",7,-589884,2011,"Male"
"110",8,-601709,2011,"Male"
"111",9,-611882,2011,"Male"
"112",10,-619811,2011,"Male"
"113",11,-619062,2011,"Male"
"114",12,-657180,2011,"Male"
"115",13,-660336,2011,"Male"
"116",14,-661608,2011,"Male"
"117",15,-673947,2011,"Male"
"118",16,-677386,2011,"Male"
"119",17,-626120,2011,"Male"
"120",18,-619798,2011,"Male"
"121",19,-630546,2011,"Male"
"122",20,-618313,2011,"Male"
"123",21,-609722,2011,"Male"
"124",22,-620406,2011,"Male"
"125",23,-648077,2011,"Male"
"126",24,-670929,2011,"Male"
"127",25,-688052,2011,"Male"
"128",26,-709698,2011,"Male"
"129",27,-729256,2011,"Male"
"130",28,-732887,2011,"Male"
"131",29,-735320,2011,"Male"
"132",30,-754686,2011,"Male"
"133",31,-789395,2011,"Male"
"134",32,-775893,2011,"Male"
"135",33,-803997,2011,"Male"
"136",34,-827075,2011,"Male"
"137",35,-855185,2011,"Male"
"138",36,-904827,2011,"Male"
"139",37,-967215,2011,"Male"
"140",38,-970926,2011,"Male"
"141",39,-948309,2011,"Male"
"142",40,-924356,2011,"Male"
"143",41,-899735,2011,"Male"
"144",42,-901798,2011,"Male"
"145",43,-882816,2011,"Male"
"146",44,-829597,2011,"Male"
"147",45,-733224,2011,"Male"
"148",46,-842128,2011,"Male"
"149",47,-813913,2011,"Male"
"150",48,-791280,2011,"Male"
"151",49,-768363,2011,"Male"
"152",50,-767001,2011,"Male"
"153",51,-773590,2011,"Male"
"154",52,-787528,2011,"Male"
"155",53,-765687,2011,"Male"
"156",54,-757532,2011,"Male"
"157",55,-795624,2011,"Male"
"158",56,-816333,2011,"Male"
"159",57,-830755,2011,"Male"
"160",58,-875857,2011,"Male"
"161",59,-921225,2011,"Male"
"162",60,-977307,2011,"Male"
"163",61,-1049505,2011,"Male"
"164",62,-1117194,2011,"Male"
"165",63,-1092068,2011,"Male"
"166",64,-952709,2011,"Male"
"167",65,-672586,2011,"Male"
"168",66,-734936,2011,"Male"
"169",67,-827726,2011,"Male"
"170",68,-807225,2011,"Male"
"171",69,-811903,2011,"Male"
"172",70,-768710,2011,"Male"
"173",71,-683559,2011,"Male"
"174",72,-597285,2011,"Male"
"175",73,-620830,2011,"Male"
"176",74,-621065,2011,"Male"
"177",75,-595352,2011,"Male"
"178",76,-549764,2011,"Male"
"179",77,-511667,2011,"Male"
"180",78,-489839,2011,"Male"
"181",79,-460077,2011,"Male"
"182",80,-419993,2011,"Male"
"183",81,-379698,2011,"Male"
"184",82,-346303,2011,"Male"
"185",83,-312260,2011,"Male"
"186",84,-277285,2011,"Male"
"187",85,-240586,2011,"Male"
"188",86,-199162,2011,"Male"
"189",87,-157232,2011,"Male"
"190",88,-123730,2011,"Male"
"191",89,-99725,2011,"Male"
"192",90,-81723,2011,"Male"
"193",91,-67981,2011,"Male"
"194",92,-48541,2011,"Male"
"195",93,-39890,2011,"Male"
"196",94,-31287,2011,"Male"
"197",95,-23957,2011,"Male"
"198",96,-17548,2011,"Male"
"199",97,-12647,2011,"Male"
"200",98,-8597,2011,"Male"
"201",99,-5621,2011,"Male"
"202",100,-8426,2011,"Male"
"203",0,-552718,2012,"Male"
"204",1,-562381,2012,"Male"
"205",2,-571228,2012,"Male"
"206",3,-580101,2012,"Male"
"207",4,-583680,2012,"Male"
"208",5,-580689,2012,"Male"
"209",6,-567573,2012,"Male"
"210",7,-570997,2012,"Male"
"211",8,-589638,2012,"Male"
"212",9,-601460,2012,"Male"
"213",10,-611635,2012,"Male"
"214",11,-619648,2012,"Male"
"215",12,-618902,2012,"Male"
"216",13,-657007,2012,"Male"
"217",14,-660146,2012,"Male"
"218",15,-661410,2012,"Male"
"219",16,-673949,2012,"Male"
"220",17,-677336,2012,"Male"
"221",18,-626047,2012,"Male"
"222",19,-619695,2012,"Male"
"223",20,-630404,2012,"Male"
"224",21,-618255,2012,"Male"
"225",22,-609637,2012,"Male"
"226",23,-620317,2012,"Male"
"227",24,-647983,2012,"Male"
"228",25,-670825,2012,"Male"
"229",26,-687202,2012,"Male"
"230",27,-708821,2012,"Male"
"231",28,-728346,2012,"Male"
"232",29,-731940,2012,"Male"
"233",30,-734361,2012,"Male"
"234",31,-753807,2012,"Male"
"235",32,-788470,2012,"Male"
"236",33,-774976,2012,"Male"
"237",34,-803034,2012,"Male"
"238",35,-826018,2012,"Male"
"239",36,-854179,2012,"Male"
"240",37,-903726,2012,"Male"
"241",38,-965967,2012,"Male"
"242",39,-969584,2012,"Male"
"243",40,-946897,2012,"Male"
"244",41,-922957,2012,"Male"
"245",42,-898269,2012,"Male"
"246",43,-900247,2012,"Male"
"247",44,-881154,2012,"Male"
"248",45,-827890,2012,"Male"
"249",46,-731611,2012,"Male"
"250",47,-840131,2012,"Male"
"251",48,-811828,2012,"Male"
"252",49,-789094,2012,"Male"
"253",50,-765987,2012,"Male"
"254",51,-764451,2012,"Male"
"255",52,-770800,2012,"Male"
"256",53,-784405,2012,"Male"
"257",54,-762410,2012,"Male"
"258",55,-754028,2012,"Male"
"259",56,-791627,2012,"Male"
"260",57,-811854,2012,"Male"
"261",58,-825728,2012,"Male"
"262",59,-869963,2012,"Male"
"263",60,-914478,2012,"Male"
"264",61,-969537,2012,"Male"
"265",62,-1040254,2012,"Male"
"266",63,-1107056,2012,"Male"
"267",64,-1081586,2012,"Male"
"268",65,-942200,2012,"Male"
"269",66,-664684,2012,"Male"
"270",67,-725671,2012,"Male"
"271",68,-816289,2012,"Male"
"272",69,-795184,2012,"Male"
"273",70,-798933,2012,"Male"
"274",71,-755165,2012,"Male"
"275",72,-669901,2012,"Male"
"276",73,-584066,2012,"Male"
"277",74,-605610,2012,"Male"
"278",75,-603997,2012,"Male"
"279",76,-576682,2012,"Male"
"280",77,-530527,2012,"Male"
"281",78,-491743,2012,"Male"
"282",79,-468363,2012,"Male"
"283",80,-437437,2012,"Male"
"284",81,-396977,2012,"Male"
"285",82,-356749,2012,"Male"
"286",83,-322943,2012,"Male"
"287",84,-288682,2012,"Male"
"288",85,-253946,2012,"Male"
"289",86,-218326,2012,"Male"
"290",87,-179042,2012,"Male"
"291",88,-139645,2012,"Male"
"292",89,-108349,2012,"Male"
"293",90,-86239,2012,"Male"
"294",91,-69694,2012,"Male"
"295",92,-56994,2012,"Male"
"296",93,-39922,2012,"Male"
"297",94,-32116,2012,"Male"
"298",95,-24714,2012,"Male"
"299",96,-18524,2012,"Male"
"300",97,-13256,2012,"Male"
"301",98,-9324,2012,"Male"
"302",99,-6178,2012,"Male"
"303",100,-9486,2012,"Male"
"304",0,-541933,2013,"Male"
"305",1,-552553,2013,"Male"
"306",2,-562226,2013,"Male"
"307",3,-571137,2013,"Male"
"308",4,-580026,2013,"Male"
"309",5,-583611,2013,"Male"
"310",6,-580628,2013,"Male"
"311",7,-567522,2013,"Male"
"312",8,-570950,2013,"Male"
"313",9,-589588,2013,"Male"
"314",10,-601411,2013,"Male"
"315",11,-611591,2013,"Male"
"316",12,-619606,2013,"Male"
"317",13,-618849,2013,"Male"
"318",14,-656937,2013,"Male"
"319",15,-660066,2013,"Male"
"320",16,-661283,2013,"Male"
"321",17,-673768,2013,"Male"
"322",18,-677117,2013,"Male"
"323",19,-625812,2013,"Male"
"324",20,-619431,2013,"Male"
"325",21,-630097,2013,"Male"
"326",22,-617926,2013,"Male"
"327",23,-609312,2013,"Male"
"328",24,-619997,2013,"Male"
"329",25,-647650,2013,"Male"
"330",26,-670484,2013,"Male"
"331",27,-686839,2013,"Male"
"332",28,-708425,2013,"Male"
"333",29,-727906,2013,"Male"
"334",30,-731489,2013,"Male"
"335",31,-733914,2013,"Male"
"336",32,-753325,2013,"Male"
"337",33,-787965,2013,"Male"
"338",34,-774455,2013,"Male"
"339",35,-802421,2013,"Male"
"340",36,-825365,2013,"Male"
"341",37,-853455,2013,"Male"
"342",38,-902877,2013,"Male"
"343",39,-964973,2013,"Male"
"344",40,-968494,2013,"Male"
"345",41,-945730,2013,"Male"
"346",42,-921722,2013,"Male"
"347",43,-896989,2013,"Male"
"348",44,-898827,2013,"Male"
"349",45,-879628,2013,"Male"
"350",46,-826339,2013,"Male"
"351",47,-730097,2013,"Male"
"352",48,-838243,2013,"Male"
"353",49,-809851,2013,"Male"
"354",50,-786926,2013,"Male"
"355",51,-763677,2013,"Male"
"356",52,-761936,2013,"Male"
"357",53,-767992,2013,"Male"
"358",54,-781314,2013,"Male"
"359",55,-759151,2013,"Male"
"360",56,-750484,2013,"Male"
"361",57,-787549,2013,"Male"
"362",58,-807226,2013,"Male"
"363",59,-820472,2013,"Male"
"364",60,-863921,2013,"Male"
"365",61,-907524,2013,"Male"
"366",62,-961350,2013,"Male"
"367",63,-1031195,2013,"Male"
"368",64,-1096847,2013,"Male"
"369",65,-1070117,2013,"Male"
"370",66,-931468,2013,"Male"
"371",67,-656551,2013,"Male"
"372",68,-715930,2013,"Male"
"373",69,-804453,2013,"Male"
"374",70,-782823,2013,"Male"
"375",71,-785208,2013,"Male"
"376",72,-740448,2013,"Male"
"377",73,-655430,2013,"Male"
"378",74,-570088,2013,"Male"
"379",75,-589355,2013,"Male"
"380",76,-585518,2013,"Male"
"381",77,-556985,2013,"Male"
"382",78,-510351,2013,"Male"
"383",79,-470677,2013,"Male"
"384",80,-445832,2013,"Male"
"385",81,-413987,2013,"Male"
"386",82,-373493,2013,"Male"
"387",83,-333181,2013,"Male"
"388",84,-299049,2013,"Male"
"389",85,-264863,2013,"Male"
"390",86,-230896,2013,"Male"
"391",87,-196675,2013,"Male"
"392",88,-159372,2013,"Male"
"393",89,-122587,2013,"Male"
"394",90,-93943,2013,"Male"
"395",91,-73752,2013,"Male"
"396",92,-58608,2013,"Male"
"397",93,-47030,2013,"Male"
"398",94,-32257,2013,"Male"
"399",95,-25467,2013,"Male"
"400",96,-19183,2013,"Male"
"401",97,-14054,2013,"Male"
"402",98,-9815,2013,"Male"
"403",99,-6730,2013,"Male"
"404",100,-10616,2013,"Male"
"405",0,-531077,2014,"Male"
"406",1,-541774,2014,"Male"
"407",2,-552406,2014,"Male"
"408",3,-562139,2014,"Male"
"409",4,-571064,2014,"Male"
"410",5,-579960,2014,"Male"
"411",6,-583552,2014,"Male"
"412",7,-580576,2014,"Male"
"413",8,-567477,2014,"Male"
"414",9,-570902,2014,"Male"
"415",10,-589542,2014,"Male"
"416",11,-601369,2014,"Male"
"417",12,-611550,2014,"Male"
"418",13,-619555,2014,"Male"
"419",14,-618785,2014,"Male"
"420",15,-656860,2014,"Male"
"421",16,-659942,2014,"Male"
"422",17,-661112,2014,"Male"
"423",18,-673558,2014,"Male"
"424",19,-676871,2014,"Male"
"425",20,-625555,2014,"Male"
"426",21,-619140,2014,"Male"
"427",22,-629773,2014,"Male"
"428",23,-617609,2014,"Male"
"429",24,-609009,2014,"Male"
"430",25,-619690,2014,"Male"
"431",26,-647333,2014,"Male"
"432",27,-670142,2014,"Male"
"433",28,-686469,2014,"Male"
"434",29,-708014,2014,"Male"
"435",30,-727473,2014,"Male"
"436",31,-731061,2014,"Male"
"437",32,-733463,2014,"Male"
"438",33,-752860,2014,"Male"
"439",34,-787455,2014,"Male"
"440",35,-773885,2014,"Male"
"441",36,-801811,2014,"Male"
"442",37,-824692,2014,"Male"
"443",38,-852683,2014,"Male"
"444",39,-901983,2014,"Male"
"445",40,-963929,2014,"Male"
"446",41,-967345,2014,"Male"
"447",42,-944513,2014,"Male"
"448",43,-920456,2014,"Male"
"449",44,-895627,2014,"Male"
"450",45,-897326,2014,"Male"
"451",46,-878040,2014,"Male"
"452",47,-824689,2014,"Male"
"453",48,-728515,2014,"Male"
"454",49,-836272,2014,"Male"
"455",50,-807705,2014,"Male"
"456",51,-784635,2014,"Male"
"457",52,-761252,2014,"Male"
"458",53,-759256,2014,"Male"
"459",54,-765069,2014,"Male"
"460",55,-778086,2014,"Male"
"461",56,-755702,2014,"Male"
"462",57,-746745,2014,"Male"
"463",58,-783207,2014,"Male"
"464",59,-802257,2014,"Male"
"465",60,-814962,2014,"Male"
"466",61,-857569,2014,"Male"
"467",62,-900114,2014,"Male"
"468",63,-953248,2014,"Male"
"469",64,-1021982,2014,"Male"
"470",65,-1085577,2014,"Male"
"471",66,-1058293,2014,"Male"
"472",67,-920401,2014,"Male"
"473",68,-647989,2014,"Male"
"474",69,-705835,2014,"Male"
"475",70,-792283,2014,"Male"
"476",71,-769726,2014,"Male"
"477",72,-770301,2014,"Male"
"478",73,-724858,2014,"Male"
"479",74,-640131,2014,"Male"
"480",75,-555160,2014,"Male"
"481",76,-571759,2014,"Male"
"482",77,-565992,2014,"Male"
"483",78,-536294,2014,"Male"
"484",79,-488985,2014,"Male"
"485",80,-448538,2014,"Male"
"486",81,-422451,2014,"Male"
"487",82,-390013,2014,"Male"
"488",83,-349326,2014,"Male"
"489",84,-309025,2014,"Male"
"490",85,-274856,2014,"Male"
"491",86,-241279,2014,"Male"
"492",87,-208417,2014,"Male"
"493",88,-175453,2014,"Male"
"494",89,-140241,2014,"Male"
"495",90,-106561,2014,"Male"
"496",91,-80560,2014,"Male"
"497",92,-62205,2014,"Male"
"498",93,-48518,2014,"Male"
"499",94,-38134,2014,"Male"
"500",95,-25672,2014,"Male"
"501",96,-19846,2014,"Male"
"502",97,-14613,2014,"Male"
"503",98,-10451,2014,"Male"
"504",99,-7117,2014,"Male"
"505",100,-11795,2014,"Male"
"506",0,-520646,2015,"Male"
"507",1,-530926,2015,"Male"
"508",2,-541634,2015,"Male"
"509",3,-552323,2015,"Male"
"510",4,-562069,2015,"Male"
"511",5,-571001,2015,"Male"
"512",6,-579902,2015,"Male"
"513",7,-583502,2015,"Male"
"514",8,-580530,2015,"Male"
"515",9,-567432,2015,"Male"
"516",10,-570858,2015,"Male"
"517",11,-589502,2015,"Male"
"518",12,-601330,2015,"Male"
"519",13,-611501,2015,"Male"
"520",14,-619492,2015,"Male"
"521",15,-618715,2015,"Male"
"522",16,-656741,2015,"Male"
"523",17,-659776,2015,"Male"
"524",18,-660912,2015,"Male"
"525",19,-673323,2015,"Male"
"526",20,-676603,2015,"Male"
"527",21,-625272,2015,"Male"
"528",22,-618833,2015,"Male"
"529",23,-629461,2015,"Male"
"530",24,-617312,2015,"Male"
"531",25,-608718,2015,"Male"
"532",26,-619398,2015,"Male"
"533",27,-647015,2015,"Male"
"534",28,-669795,2015,"Male"
"535",29,-686085,2015,"Male"
"536",30,-707609,2015,"Male"
"537",31,-727063,2015,"Male"
"538",32,-730628,2015,"Male"
"539",33,-733028,2015,"Male"
"540",34,-752390,2015,"Male"
"541",35,-786898,2015,"Male"
"542",36,-773319,2015,"Male"
"543",37,-801181,2015,"Male"
"544",38,-823974,2015,"Male"
"545",39,-851871,2015,"Male"
"546",40,-901043,2015,"Male"
"547",41,-962828,2015,"Male"
"548",42,-966147,2015,"Male"
"549",43,-943265,2015,"Male"
"550",44,-919109,2015,"Male"
"551",45,-894186,2015,"Male"
"552",46,-895764,2015,"Male"
"553",47,-876349,2015,"Male"
"554",48,-822964,2015,"Male"
"555",49,-726863,2015,"Male"
"556",50,-834134,2015,"Male"
"557",51,-805436,2015,"Male"
"558",52,-782229,2015,"Male"
"559",53,-758668,2015,"Male"
"560",54,-756464,2015,"Male"
"561",55,-762014,2015,"Male"
"562",56,-774668,2015,"Male"
"563",57,-752061,2015,"Male"
"564",58,-742763,2015,"Male"
"565",59,-778545,2015,"Male"
"566",60,-797048,2015,"Male"
"567",61,-809168,2015,"Male"
"568",62,-850798,2015,"Male"
"569",63,-892773,2015,"Male"
"570",64,-944997,2015,"Male"
"571",65,-1011806,2015,"Male"
"572",66,-1073942,2015,"Male"
"573",67,-1046085,2015,"Male"
"574",68,-908739,2015,"Male"
"575",69,-639104,2015,"Male"
"576",70,-695443,2015,"Male"
"577",71,-779374,2015,"Male"
"578",72,-755490,2015,"Male"
"579",73,-754492,2015,"Male"
"580",74,-708359,2015,"Male"
"581",75,-623778,2015,"Male"
"582",76,-538984,2015,"Male"
"583",77,-553144,2015,"Male"
"584",78,-545454,2015,"Male"
"585",79,-514352,2015,"Male"
"586",80,-466496,2015,"Male"
"587",81,-425527,2015,"Male"
"588",82,-398502,2015,"Male"
"589",83,-365297,2015,"Male"
"590",84,-324508,2015,"Male"
"591",85,-284514,2015,"Male"
"592",86,-250846,2015,"Male"
"593",87,-218221,2015,"Male"
"594",88,-186328,2015,"Male"
"595",89,-154757,2015,"Male"
"596",90,-122215,2015,"Male"
"597",91,-91625,2015,"Male"
"598",92,-68147,2015,"Male"
"599",93,-51658,2015,"Male"
"600",94,-39476,2015,"Male"
"601",95,-30460,2015,"Male"
"602",96,-20082,2015,"Male"
"603",97,-15179,2015,"Male"
"604",98,-10914,2015,"Male"
"605",99,-7612,2015,"Male"
"606",100,-12901,2015,"Male"
"607",0,-510616,2016,"Male"
"608",1,-520501,2016,"Male"
"609",2,-530793,2016,"Male"
"610",3,-541554,2016,"Male"
"611",4,-552256,2016,"Male"
"612",5,-562008,2016,"Male"
"613",6,-570946,2016,"Male"
"614",7,-579854,2016,"Male"
"615",8,-583457,2016,"Male"
"616",9,-580484,2016,"Male"
"617",10,-567390,2016,"Male"
"618",11,-570820,2016,"Male"
"619",12,-589465,2016,"Male"
"620",13,-601283,2016,"Male"
"621",14,-611442,2016,"Male"
"622",15,-619423,2016,"Male"
"623",16,-618606,2016,"Male"
"624",17,-656581,2016,"Male"
"625",18,-659584,2016,"Male"
"626",19,-660688,2016,"Male"
"627",20,-673066,2016,"Male"
"628",21,-676308,2016,"Male"
"629",22,-624973,2016,"Male"
"630",23,-618537,2016,"Male"
"631",24,-629169,2016,"Male"
"632",25,-617028,2016,"Male"
"633",26,-608441,2016,"Male"
"634",27,-619104,2016,"Male"
"635",28,-646692,2016,"Male"
"636",29,-669434,2016,"Male"
"637",30,-685707,2016,"Male"
"638",31,-707225,2016,"Male"
"639",32,-726649,2016,"Male"
"640",33,-730210,2016,"Male"
"641",34,-732587,2016,"Male"
"642",35,-751877,2016,"Male"
"643",36,-786344,2016,"Male"
"644",37,-772734,2016,"Male"
"645",38,-800510,2016,"Male"
"646",39,-823217,2016,"Male"
"647",40,-851017,2016,"Male"
"648",41,-900052,2016,"Male"
"649",42,-961679,2016,"Male"
"650",43,-964917,2016,"Male"
"651",44,-941934,2016,"Male"
"652",45,-917684,2016,"Male"
"653",46,-892684,2016,"Male"
"654",47,-894100,2016,"Male"
"655",48,-874580,2016,"Male"
"656",49,-821162,2016,"Male"
"657",50,-725068,2016,"Male"
"658",51,-831871,2016,"Male"
"659",52,-803051,2016,"Male"
"660",53,-779664,2016,"Male"
"661",54,-755972,2016,"Male"
"662",55,-753543,2016,"Male"
"663",56,-758776,2016,"Male"
"664",57,-771056,2016,"Male"
"665",58,-748180,2016,"Male"
"666",59,-738486,2016,"Male"
"667",60,-773653,2016,"Male"
"668",61,-791566,2016,"Male"
"669",62,-802988,2016,"Male"
"670",63,-844079,2016,"Male"
"671",64,-885284,2016,"Male"
"672",65,-935873,2016,"Male"
"673",66,-1001282,2016,"Male"
"674",67,-1061908,2016,"Male"
"675",68,-1033200,2016,"Male"
"676",69,-896617,2016,"Male"
"677",70,-629943,2016,"Male"
"678",71,-684404,2016,"Male"
"679",72,-765325,2016,"Male"
"680",73,-740371,2016,"Male"
"681",74,-737737,2016,"Male"
"682",75,-690697,2016,"Male"
"683",76,-606034,2016,"Male"
"684",77,-521846,2016,"Male"
"685",78,-533529,2016,"Male"
"686",79,-523637,2016,"Male"
"687",80,-491215,2016,"Male"
"688",81,-443075,2016,"Male"
"689",82,-401905,2016,"Male"
"690",83,-373759,2016,"Male"
"691",84,-339858,2016,"Male"
"692",85,-299266,2016,"Male"
"693",86,-260125,2016,"Male"
"694",87,-227306,2016,"Male"
"695",88,-195498,2016,"Male"
"696",89,-164726,2016,"Male"
"697",90,-135194,2016,"Male"
"698",91,-105358,2016,"Male"
"699",92,-77725,2016,"Male"
"700",93,-56767,2016,"Male"
"701",94,-42172,2016,"Male"
"702",95,-31643,2016,"Male"
"703",96,-23916,2016,"Male"
"704",97,-15420,2016,"Male"
"705",98,-11383,2016,"Male"
"706",99,-7984,2016,"Male"
"707",100,-14040,2016,"Male"
"708",0,-501051,2017,"Male"
"709",1,-510478,2017,"Male"
"710",2,-520373,2017,"Male"
"711",3,-530718,2017,"Male"
"712",4,-541490,2017,"Male"
"713",5,-552197,2017,"Male"
"714",6,-561955,2017,"Male"
"715",7,-570900,2017,"Male"
"716",8,-579811,2017,"Male"
"717",9,-583412,2017,"Male"
"718",10,-580442,2017,"Male"
"719",11,-567353,2017,"Male"
"720",12,-570785,2017,"Male"
"721",13,-589420,2017,"Male"
"722",14,-601226,2017,"Male"
"723",15,-611376,2017,"Male"
"724",16,-619318,2017,"Male"
"725",17,-618460,2017,"Male"
"726",18,-656396,2017,"Male"
"727",19,-659369,2017,"Male"
"728",20,-660443,2017,"Male"
"729",21,-672783,2017,"Male"
"730",22,-675995,2017,"Male"
"731",23,-624685,2017,"Male"
"732",24,-618260,2017,"Male"
"733",25,-628889,2017,"Male"
"734",26,-616757,2017,"Male"
"735",27,-608163,2017,"Male"
"736",28,-618806,2017,"Male"
"737",29,-646356,2017,"Male"
"738",30,-669079,2017,"Male"
"739",31,-685348,2017,"Male"
"740",32,-706837,2017,"Male"
"741",33,-726247,2017,"Male"
"742",34,-729787,2017,"Male"
"743",35,-732106,2017,"Male"
"744",36,-751366,2017,"Male"
"745",37,-785772,2017,"Male"
"746",38,-772110,2017,"Male"
"747",39,-799802,2017,"Male"
"748",40,-822421,2017,"Male"
"749",41,-850116,2017,"Male"
"750",42,-899016,2017,"Male"
"751",43,-960499,2017,"Male"
"752",44,-963604,2017,"Male"
"753",45,-940525,2017,"Male"
"754",46,-916196,2017,"Male"
"755",47,-891083,2017,"Male"
"756",48,-892356,2017,"Male"
"757",49,-872731,2017,"Male"
"758",50,-819203,2017,"Male"
"759",51,-723167,2017,"Male"
"760",52,-829491,2017,"Male"
"761",53,-800505,2017,"Male"
"762",54,-776985,2017,"Male"
"763",55,-753148,2017,"Male"
"764",56,-750444,2017,"Male"
"765",57,-755351,2017,"Male"
"766",58,-767204,2017,"Male"
"767",59,-744009,2017,"Male"
"768",60,-733995,2017,"Male"
"769",61,-768501,2017,"Male"
"770",62,-785714,2017,"Male"
"771",63,-796845,2017,"Male"
"772",64,-837213,2017,"Male"
"773",65,-876992,2017,"Male"
"774",66,-926423,2017,"Male"
"775",67,-990377,2017,"Male"
"776",68,-1049188,2017,"Male"
"777",69,-1019786,2017,"Male"
"778",70,-884098,2017,"Male"
"779",71,-620197,2017,"Male"
"780",72,-672375,2017,"Male"
"781",73,-750385,2017,"Male"
"782",74,-724324,2017,"Male"
"783",75,-719777,2017,"Male"
"784",76,-671509,2017,"Male"
"785",77,-587205,2017,"Male"
"786",78,-503757,2017,"Male"
"787",79,-512659,2017,"Male"
"788",80,-500591,2017,"Male"
"789",81,-467071,2017,"Male"
"790",82,-418982,2017,"Male"
"791",83,-377449,2017,"Male"
"792",84,-348238,2017,"Male"
"793",85,-313924,2017,"Male"
"794",86,-274085,2017,"Male"
"795",87,-236148,2017,"Male"
"796",88,-204046,2017,"Male"
"797",89,-173214,2017,"Male"
"798",90,-144241,2017,"Male"
"799",91,-116841,2017,"Male"
"800",92,-89618,2017,"Male"
"801",93,-64936,2017,"Male"
"802",94,-46493,2017,"Male"
"803",95,-33919,2017,"Male"
"804",96,-24935,2017,"Male"
"805",97,-18434,2017,"Male"
"806",98,-11610,2017,"Male"
"807",99,-8361,2017,"Male"
"808",100,-15121,2017,"Male"
"809",0,-491783,2018,"Male"
"810",1,-500919,2018,"Male"
"811",2,-510356,2018,"Male"
"812",3,-520301,2018,"Male"
"813",4,-530657,2018,"Male"
"814",5,-541434,2018,"Male"
"815",6,-552146,2018,"Male"
"816",7,-561910,2018,"Male"
"817",8,-570859,2018,"Male"
"818",9,-579768,2018,"Male"
"819",10,-583371,2018,"Male"
"820",11,-580405,2018,"Male"
"821",12,-567319,2018,"Male"
